Book ID,Title,Author,Genre,Publication Year,Copies Available
978-0-465-51429-8,When Road Meets Finding,Steven Garcia,Memoir,1985,1
978-1-85874-417-9,Value Of The Endless Millennium,John Acosta,Business & Finance,1954,9
978-1-5351-2098-2,How To Build Stanzas,Matthew Johns,Poetry,1956,19
978-0-09-461502-1,How To Unlock Resilience,Kim Wheeler,Memoir,1951,17
978-0-435-13017-6,When Profit Meets Value,Allison James,Business & Finance,1963,15
978-1-320-40609-3,The Reality Truth,Laura Marshall,Philosophy,1999,8
978-0-249-65862-0,Day And The Little,Jennifer Holmes MD,Children Books,2016,9
978-1-74248-611-6,When Twisted Meets Betrayal,Cassandra Perez,Mystery/Thriller,2003,4
978-1-254-66177-3,Anthony'S Meaning,Andrew Lewis,Philosophy,2015,3
978-0-539-64502-6,The Elf Of Daniels,Mark Daugherty,Fantasy,2001,13
978-0-7295-4944-8,When Dreams Meets Devotion,Erica Anderson,Romance,2019,9
978-0-87980-881-5,Change Between Night,Sarah Jackson,History,1999,14
978-1-66850-190-0,Happy In The Sky,Robert Williams,Children Books,2012,13
978-0-692-89090-5,How To Find Better,Michael Fritz,Self-Help,1982,12
978-0-16-147731-6,Roads: A Roads Story,Shane Mcconnell,Travel & Exploration,1955,10
978-0-397-60351-0,Animal And The Tiny,Samantha Villarreal,Children Books,1981,18
978-1-76324-809-0,Adoration: 1925,Hannah Wright,Romance,2006,13
978-1-356-59495-5,The Fall Of Katherines,Dennis Chapman,Biography & Autobiography,2012,14
978-1-01-274447-2,When Passion Meets Love,Lindsay Moran,Romance,1964,8
978-1-07-597532-5,Ethics Of The Final Dynasty,Vickie Russell,Philosophy,2009,17
978-0-8410-4777-8,The Journey Eyes,Jack Holland,Memoir,1951,15
978-0-587-84573-7,How To Discover Exoplanet,Luis Smith,Science Fiction,1993,3
978-1-85879-455-6,The Ancient Path,Brittney Randall,Literary Fiction,1964,12
978-0-241-90217-2,Wars: A Change Story,Carol Smith,History,2012,19
978-0-18-947632-2,The Rebirth Villains,Michelle Glenn,Graphic Novels & Comics,1985,19
978-0-7673-8680-7,Fortune Of The Lost Day,Samantha Mitchell,Business & Finance,2007,5
978-1-66172-858-8,The Farm Gourmet,Kelly Buchanan,Cooking,1963,11
978-1-85675-606-8,Eric'S Soulmate,Timothy Padilla,Romance,1970,19
978-1-291-18764-9,Journey In The Palace,Michelle Walker,Children Books,2004,5
978-1-390-51194-9,Emotion And The Echoes,Cindy Walsh,Poetry,1970,20
978-0-449-02274-0,Fortune And The Potential,Patrick Coleman,Business & Finance,2009,5
978-0-05-758712-9,Therapy: A Consciousness Story,Justin Perez Jr.,Psychology,1963,14
978-1-228-51495-1,Productivity: A Transform Story,Tracy Vasquez,Self-Help,2019,16
978-1-328-38434-8,Whispered: 1835,Terri Martinez,Romance,1958,12
978-0-457-80020-0,Robert'S Parallel,Shannon Atkins,Science Fiction,1963,8
978-0-11-577412-6,How To Discover Cherished,Leonard Solomon,Romance,1963,18
978-1-4174-6983-3,The Ultimate Research,Dalton Cunningham,Science & Technology,2013,18
978-0-675-47735-2,Code And The Revenge,Melody Griffin,Mystery/Thriller,2018,11
978-1-9810-1537-5,Cuisine In The Empire,Derek Sullivan,Cooking,2000,16
978-1-02-383942-6,The Light Of Leonards,David Holt,Poetry,1951,14
978-0-87468-664-7,Genetic Of The Secret Century,Brett Gates,Science Fiction,1956,9
978-0-679-28994-4,Silent In The Desert,Jason Black,Mystery/Thriller,2018,19
978-0-271-49943-7,Gourmet Before Island,Ryan Garcia,Cooking,1994,18
978-0-291-14533-8,Confidence Of The Lost Era,Ashley Reynolds,Self-Help,1978,1
978-0-262-38171-0,When Growth Meets Potential,Christine Leach,Self-Help,2008,15
978-1-56831-190-6,Unsolved Of The Endless Era,Valerie Odom,Mystery/Thriller,1959,20
978-1-71476-543-0,Systems: A Innovation Story,Misty Krueger,Science & Technology,1995,9
978-0-502-68054-2,Verses In The Village,Matthew Salazar,Poetry,2017,7
978-0-15-511322-0,Taste And The Farm,Anthony Torres,Cooking,2020,16
978-0-7909-2833-3,Nicole'S Clue,Angela Baker,Mystery/Thriller,1992,3
978-0-309-15814-5,Embrace Without Sea,Jacob Fox,Romance,1970,5
978-1-925454-39-0,Conspiracy Of The Lost Millennium,Deborah Ray,Mystery/Thriller,1975,2
978-1-7377322-0-4,Chronicles: 1988,Michael Jones,History,1980,18
978-1-02-355379-7,Curious Of The Hidden Century,Crystal Martinez,Children Books,1980,9
978-1-9844-3467-8,The Secret Fall,April Ibarra,History,2015,4
978-0-9577721-2-0,Lessons: A Rise Story,Philip Hall,Biography & Autobiography,1970,17
978-1-995400-89-1,Fatal Beyond Sky,Collin Avila,Mystery/Thriller,1974,5
978-1-83895-358-4,Sweet: A Cooking Story,Michelle Fisher,Cooking,1975,15
978-0-433-72533-6,Footsteps Of The Lost Night,Jeremy Malone,Biography & Autobiography,1978,7
978-0-595-16301-4,Soul Of The Forgotten Generation,Linda Clark,Literary Fiction,2006,6
978-1-328-40020-8,How To Unlock Kitchen,Timothy Watts,Cooking,1956,16
978-0-679-64286-2,Goals In The Desert,Erin Salinas,Self-Help,2017,14
978-1-224-17614-6,The Impossible Affection,Mathew Ellison,Romance,1993,20
978-1-5134-6140-3,When Confidence Meets Transform,Christine Davis,Self-Help,2020,9
978-0-626-77896-5,Technocracy And The Technocracy,Lisa Thompson,Science Fiction,1973,11
978-1-382-29411-9,Madeline'S Expression,Regina Livingston,Poetry,2020,14
978-0-246-40264-6,Desire Of The Hidden Night,Maria Tucker DVM,Romance,1965,19
978-0-8104-5004-2,Redemption After City,Rachel Thomas,Literary Fiction,1957,11
978-0-549-87085-2,The Power Legacy,Brittany Hughes,History,1972,1
978-0-8377-3914-4,Identity In The Tower,Traci Torres,Literary Fiction,1989,19
978-1-08-965405-6,Rituals Against Forest,Brandon Brown,Self-Help,1965,8
978-1-394-26464-3,The Blood Vampire,Julie Dickerson,Horror,2006,1
978-1-379-15822-6,The Unsolved Of Christophers,Noah Monroe,Mystery/Thriller,1979,7
978-1-4791-0873-2,Rebirth Without River,Wanda Nelson,Graphic Novels & Comics,1960,10
978-1-70480-382-1,Cherished: A Heart Story,Laura Guzman,Romance,2011,8
978-0-04-649803-0,Happy Between Sanctuary,Seth Taylor,Children Books,2003,3
978-1-77556-325-9,Horizons: 1894,Erica Reyes,Travel & Exploration,1976,1
978-1-177-47160-2,The Cherished Beloved,Jacob Davenport,Romance,2019,7
978-0-517-19615-1,The Secret Story,David Murphy,Biography & Autobiography,1965,2
978-1-963902-77-8,Metaphor Of The Lost Dynasty,James Vazquez,Poetry,1974,4
978-0-467-92858-1,Redemption And The Journey,Shannon Brown,Literary Fiction,1977,15
978-1-07-247012-0,The Adoration Of Davids,Rachel Harris,Romance,1982,13
978-0-18-372291-3,Subconscious Against City,Hannah Johnson,Psychology,1955,6
978-1-4925-8492-6,Paranormal: A Possessed Story,Megan Taylor,Horror,1965,4
978-0-507-06856-7,How To Build Boundaries,Michael Dawson,Memoir,2019,19
978-0-04-995847-0,Story: 1833,Jared Larson,History,1966,8
978-1-65371-585-5,The Struggle Of Brittanys,Lisa Gonzalez,Biography & Autobiography,1955,4
978-1-4094-6916-2,When Adventure Meets Wonder,Anna Morales,Children Books,1987,19
978-0-458-22728-0,Path Against Sea,Cory Conner,Literary Fiction,1951,11
978-0-927172-96-7,How To Create Fun,Tonya Flores,Children Books,2001,1
978-0-597-33476-4,Path Of The Ultimate Season,Justin Wood,Literary Fiction,1981,3
978-1-244-10660-4,When Cyber Meets Technocracy,Matthew Wright,Science Fiction,1969,19
978-1-58253-498-5,Planning And The Money,William Freeman,Business & Finance,1953,8
978-1-366-60439-2,Pages: A Chapters Story,Jeremy Oliver,Memoir,2013,14
978-1-148-60050-5,Joy Against Desert,Austin Munoz,Cooking,1956,5
978-0-629-12172-0,How To Embrace Enchanted,Lori Aguilar,Fantasy,1963,10
978-0-224-24689-7,Value: 1869,Heather Lee,Business & Finance,1970,15
978-0-611-97268-2,How To Create Promise,Gabriel Johnson,Romance,1983,18
978-0-85297-063-8,Odds Of The Forgotten Night,Julie Franklin,Biography & Autobiography,1991,5
978-1-307-84490-0,When Therapy Meets Patterns,Theresa Thompson,Psychology,2003,20
978-1-127-52401-3,Silent And The Intrigue,James Hardy,Mystery/Thriller,1978,14
978-1-5081-5849-3,Happiness In The Night,Shelby Torres,Self-Help,1968,15
978-1-84714-171-2,Destination Through Island,Joshua Jones,Travel & Exploration,2002,4
978-0-7035-9043-5,The Savory Gourmet,James Hart,Cooking,2017,16
978-1-55884-492-6,Rituals And The Transform,James Martin,Self-Help,1972,10
978-0-12-120734-2,Achievement: 2004,Wayne Hanson,Business & Finance,2001,1
978-0-421-13043-2,Rebirth: A Epic Story,Clayton Fox,Graphic Novels & Comics,1987,3
978-0-334-76043-6,How To Survive Alien,Joseph Schneider,Science Fiction,1972,9
978-0-7063-0653-8,The Ancient Kiss,Mark Sherman,Romance,2020,18
978-0-936686-63-9,The Unveiled Of Valeries,Sheila Anderson,Biography & Autobiography,2020,2
978-0-680-01680-5,The Endless Culinary,Melissa Yates,Cooking,1983,6
978-1-231-17802-7,The Forgotten Screams,Xavier Smith,Horror,2006,10
978-0-8369-4339-9,Recipes And The Taste,Paul Espinoza,Cooking,1994,6
978-0-17-088751-9,The Nano Artificial,Jessica Carr,Science Fiction,1995,6
978-0-88620-320-7,Quantum Of The Forgotten Age,Nathan Castillo,Science Fiction,2010,2
978-1-253-10972-6,The Little Curious,Oscar Warner,Children Books,1992,9
978-1-82390-086-9,Shannon'S Crime,Alexander Martinez,Mystery/Thriller,2016,2
978-0-86013-741-2,Identity In The City,Mrs. Cynthia Smith,Literary Fiction,2020,18
978-1-68469-123-4,Sword Of The Ultimate Dynasty,Joshua Richardson,Fantasy,2020,18
978-1-994423-94-5,The Innovation Of Mistys,Scott Thomas,Business & Finance,1980,10
978-1-4088-0285-4,Witch: A Sorcery Story,Matthew Gould,Fantasy,1965,12
978-0-16-648288-9,Happily Within Tower,Brian Cooper,Romance,1955,6
978-1-68362-051-8,When Animal Meets Secret,Christopher Meadows,Children Books,1955,8
978-1-60872-551-9,Animal Above Kingdom,Edward Blake,Children Books,1961,8
978-0-9529074-1-1,How To Embrace Solitude,Robert Morris,Literary Fiction,2015,12
978-1-896899-26-8,Exploring Of The Endless Dynasty,Brian Hernandez,Travel & Exploration,1976,15
978-1-248-07185-4,Chronicles In The Sky,Matthew Bauer,History,1988,9
978-0-7096-6491-8,The Heroes Of Breannas,Shaun Anderson,Graphic Novels & Comics,2010,15
978-1-82330-648-7,How To Pursue Life,Donald Price,Biography & Autobiography,1967,11
978-1-9765-9693-3,How To Embrace Fun,Courtney Wallace,Children Books,1989,5
978-0-233-90076-6,Brave Within Tower,Regina Livingston,Children Books,1954,14
978-0-484-90279-3,Power In The Night,Shawn Adams,Self-Help,1972,17
978-0-928396-36-2,The Transform Fear,Michael Jacobs,Self-Help,1997,5
978-0-85985-598-3,Triumph: A Shadows Story,Darius Underwood,Biography & Autobiography,1951,20
978-0-561-87446-3,Truth: A Wisdom Story,Cynthia Pugh,Literary Fiction,1999,10
978-0-677-74120-8,The Dragon Of Gabrielas,Jennifer Willis,Fantasy,2011,2
978-1-06-214631-8,The Hidden Entrepreneur,Angela Blair,Business & Finance,1973,12
978-1-116-82491-9,Epic And The Mission,Tanya Norman,Graphic Novels & Comics,1984,8
978-0-7752-1338-6,How To Conquer Behavior,Glenn Mcdonald,Psychology,1971,7
978-1-371-84579-7,The Powers Vengeance,Jermaine Kim,Graphic Novels & Comics,2017,7
978-0-9899614-8-6,Wealth: 1884,Shelly Soto,Business & Finance,1964,11
978-0-88978-015-6,The Galactic Cosmos,Lacey Brown,Science Fiction,1995,3
978-1-79752-828-1,The Dimension Technocracy,Patrick Johnston V,Science Fiction,2000,12
978-1-244-47035-4,When Path Meets Voice,Shane Anderson,Literary Fiction,1951,3
978-1-06-449322-9,When Chronicles Meets Legacy,Jason Fitzpatrick,History,1957,4
978-0-17-626736-0,Villains After Mountains,Mr. Larry Hardy,History,2000,11
978-1-232-59915-9,Confidence Of The Final Era,Dr. Kathryn Flores MD,Self-Help,1973,12
978-0-453-60176-4,Code Of The Ancient Millennium,Adam Berger,Science & Technology,1960,13
978-0-644-00289-9,Silent: 1970,Joseph Graham,Mystery/Thriller,1950,11
978-1-83863-010-2,The Progress Code,Andrew Anderson,Science & Technology,1973,2
978-1-322-70190-5,Boundaries Through River,Michael Cuevas,Memoir,1975,9
978-0-406-63111-4,When Wizard Meets Dragon,Mitchell Smith,Fantasy,1974,14
978-1-06-265190-4,Kim'S Portal,Benjamin Marshall,Fantasy,2009,13
978-0-8102-1163-6,Home: 2010,Kristen Kane,Cooking,1971,5
978-1-83250-662-5,When Better Meets Habits,Leonard Rodriguez,Self-Help,1976,12
978-1-133-88128-5,The Ultimate Of Brians,Alison Mullen,Graphic Novels & Comics,2011,20
978-0-534-73126-7,The Intelligence Fear,Juan Baker,Self-Help,2009,9
978-0-9683396-5-7,How To Remember Crime,Michael Weiss,Mystery/Thriller,1988,2
978-0-03-960355-7,Development And The Awareness,Cynthia Thompson,Psychology,1975,9
978-0-03-048857-3,How To Create Revenge,John Sims Jr.,Mystery/Thriller,1972,4
978-1-240-19209-0,Love And The Euphoria,Sharon Evans,Romance,2005,14
978-1-76834-934-1,Echoes: A Wind Story,Reginald Schneider,Poetry,2018,18
978-0-678-24690-0,Wonderful And The Tiny,Jerry Huynh,Children Books,2003,1
978-1-5046-8580-1,Transform In The Tower,Shaun Anderson,Self-Help,1998,7
978-0-305-41518-1,Passport: A Wanderlust Story,Mr. Christopher Dunn Jr.,Travel & Exploration,2008,17
978-1-4957-5377-0,Flavors: A Cooking Story,Jessica Carson,Cooking,1966,6
978-1-78500-224-3,How To Discover Technocracy,Kelsey Jones,Science Fiction,2017,11
978-1-139-70069-6,Shadows After Sea,Kristen Clark,Biography & Autobiography,1977,2
978-0-19-625405-0,When Romantic Meets Beloved,James Hernandez,Romance,1980,3
978-1-206-34719-9,Journey In The River,Jerry Harris,Travel & Exploration,1969,11
978-0-18-201730-0,The Chef Traditional,Dawn Davis,Cooking,1950,6
978-0-12-402054-2,The Perfect Secrets,Melissa Oliver,Graphic Novels & Comics,1998,8
978-0-86805-646-3,The Delicious Of Leslies,Kevin Yang,Cooking,1966,12
978-1-4117-0124-3,Meaning Of The Perfect Season,Randall Smith,Philosophy,2015,5
978-1-935084-10-5,Whispered And The Romantic,Craig Miller,Romance,1971,15
978-0-7618-3676-6,Triumph In The Palace,Taylor Cain,Biography & Autobiography,2019,14
978-0-7228-0493-3,Truth: A Path Story,Emily Butler,Memoir,1950,5
978-0-595-60417-3,Euphoria Of The Hidden Millennium,Mark Watson,Romance,1975,9
978-0-86804-494-1,The Mystery Of Paulas,Dennis Cummings,Children Books,1977,5
978-1-59539-855-0,When Future Meets Revolution,Anna Thompson,Science & Technology,2001,1
978-1-904934-43-1,Dystopia After Palace,Henry Thompson,Science Fiction,1989,2
978-0-88793-826-9,How To Survive Beloved,Michelle Wilson,Romance,1977,2
978-0-375-15409-6,Loss Beyond Empire,Ashley Small,Literary Fiction,1987,7
978-1-86363-135-8,Genetic And The Dimension,Lauren Stephens,Science Fiction,2016,4
978-1-924632-71-3,The Power Of Willies,Kevin Bennett,Self-Help,1959,3
978-1-332-66464-1,Heroes: 1908,Kathryn Casey,History,1965,5
978-0-7117-7715-6,Research In The Sea,Susan Myers,Science & Technology,2010,13
978-0-576-58435-7,The Forgotten Amazing,Victoria Boyer,Graphic Novels & Comics,1984,9
978-0-11-028718-8,Saga: A Nemesis Story,Cameron Anderson,Graphic Novels & Comics,1992,3
978-1-04-329517-2,Revolution Between Night,Philip Steele,History,2019,8
978-0-578-96243-6,Balance And The Growth,James Day,Self-Help,2012,5
978-1-101-51016-2,The Ancient Discovery,Susan Miller,Travel & Exploration,1996,6
978-1-82777-963-8,The Impossible Balance,Curtis Barnett,Self-Help,1986,18
978-1-74935-459-3,Conflict Between Village,Danny Parker,History,1982,17
978-1-296-16080-7,The Ultimate Tales,Lisa Brown,Graphic Novels & Comics,1957,4
978-1-312-01226-4,Legends: A Battle Story,Lisa Yu,History,1993,14
978-0-541-14251-3,Discovery After Forest,Kathryn Todd,Children Books,1993,14
978-0-690-96386-1,How To Pursue Clones,Ricardo Reed,Science Fiction,2016,13
978-0-19-405539-0,Curse Of The Secret Millennium,Anna Rivera,Fantasy,1963,6
978-0-364-32135-5,The Soulmate Of Davids,Kimberly Hull,Romance,1954,2
978-0-404-39902-3,Ultimate In The Tower,Joe Hatfield,Graphic Novels & Comics,1970,19
978-0-491-53342-3,Confidence: 1930,Thomas Bright,Self-Help,1988,3
978-1-108-63985-9,How To Conquer Romantic,Rachel Lewis,Romance,1990,5
978-0-563-08561-4,How To Unlock River,Sara Evans,Literary Fiction,1989,14
978-0-7123-5015-0,Wisdom In The City,Patrick Castaneda,Literary Fiction,2018,10
978-0-15-123891-0,Possessed Of The Ultimate Millennium,Amanda Roth,Horror,1972,17
978-0-03-389026-7,Transform In The Palace,John Schaefer,Self-Help,1983,18
978-1-06-673594-5,The Whispered Of Daniels,Olivia Martinez,Romance,1957,5
978-1-880191-41-5,How To Build Understanding,Ronald Duncan,Psychology,1952,4
978-1-00-061229-5,The Success Investing,Erica Johnson,Business & Finance,2007,14
978-1-59524-841-1,The Memoirs Memoirs,Amy Weber,Biography & Autobiography,2002,12
978-1-85570-372-8,Sword: 1890,Julie Smith,Fantasy,2008,6
978-1-4512-9588-7,Past In The Empire,Sara Martin,History,1964,1
978-1-5322-5708-7,Unsolved: A Fatal Story,Bryan Valenzuela,Mystery/Thriller,2020,12
978-0-7342-6392-6,Global And The State,Ashley Liu,Politics & Economics,2021,14
978-1-08-934876-4,Quantum: A Quantum Story,Wendy Aguilar,Science Fiction,2012,15
978-0-260-61314-1,Subconscious And The Psychological,Brandon Fowler,Psychology,1980,14
978-1-70899-113-5,Method Under Forest,Angela Brown,Science & Technology,1981,4
978-0-7494-7070-8,Brave: A Friendly Story,Karl Herrera,Children Books,1984,20
978-0-9864964-5-5,When Cultures Meets Journey,Jimmy Livingston,Travel & Exploration,1970,5
978-0-544-12701-2,Daniel'S Emotion,Benjamin Brown,Psychology,1984,6
978-1-4659-1120-9,Hunt In The Night,Nicole Johnson,Mystery/Thriller,1981,3
978-0-557-03272-3,Promise Above Garden,Elizabeth Dominguez,Romance,2017,1
978-0-12-782389-8,Friendly In The Academy,Melissa Roberts,Children Books,2004,3
978-1-213-61631-8,Michael'S Mission,Mallory Hall,Graphic Novels & Comics,1963,10
978-0-89339-502-5,When Mastering Meets Power,Lisa Watkins,Self-Help,1960,8
978-0-286-01065-8,Promise In The Valley,Natasha Hanson,Romance,2010,13
978-0-661-22175-4,The Powers Worlds,Jennifer Randolph,Graphic Novels & Comics,1977,14
978-0-593-64475-1,Life: 1945,Sheila Anderson,Literary Fiction,1966,18
978-0-347-07599-2,Raymond'S Evidence,Justin Gill,Mystery/Thriller,1983,13
978-1-79757-638-1,Euphoria And The Passion,Linda Edwards,Romance,1985,11
978-0-271-66781-2,How To Pursue Joy,Lauren Hurley,Cooking,2002,15
978-1-137-36708-2,Cursed Between Castle,Rebecca Golden,Horror,1996,2
978-1-65732-561-6,When Fear Meets Ghoul,Christopher Anthony,Horror,1968,3
978-0-08-015474-9,How To Master Forever,Alicia Garcia,Romance,2010,13
978-0-932691-28-6,Sorcery And The Magic,Roy King,Fantasy,2010,10
978-0-9619855-9-2,Fatal Under Garden,Victor Wall,Mystery/Thriller,1962,9
978-1-944650-64-3,Turning Of The Forgotten Age,Abigail Torres,History,1979,11
978-1-63598-331-9,Path And The Burden,Emily Cummings,Literary Fiction,1974,1
978-1-5096-8406-9,The Ghost Nightmare,James Boyle,Horror,1960,17
978-1-02-445637-0,Hannah'S Whispers,Johnny King,Poetry,2002,11
978-0-215-14000-5,Growth In The Mountains,Devin Martinez,Self-Help,2011,9
978-0-567-60899-4,Legacy: 1883,Rebecca Osborn,Literary Fiction,2012,11
978-0-492-53909-7,Tyrone'S Principles,Thomas Espinoza,Science & Technology,2001,2
978-1-55732-979-0,Legacy In The City,Gina Clements,History,1978,20
978-1-972243-54-1,Flames Of The Perfect Era,Jessica Graves,Romance,1993,4
978-1-350-92510-6,Affection Before Kingdom,Kelsey Evans,Romance,1982,14
978-0-9761630-0-8,How To Discover Sorrow,Susan Taylor,Literary Fiction,1975,8
978-0-7675-6933-0,Meaning And The Words,Jacob Rodriguez,Literary Fiction,1952,6
978-1-5103-5789-1,Destination Of The Ancient Night,Kenneth Cline,Travel & Exploration,1995,5
978-1-85022-309-2,How To Pursue Beast,Lydia Escobar,Fantasy,1977,15
978-0-599-54607-3,How To Master Strategy,Michael Rios,Politics & Economics,1956,20
978-1-00-631317-2,The Perfect Passion,Andrew Villegas,Romance,1953,11
978-1-75933-326-7,Ghost: 1804,David Thompson,Horror,2010,15
978-1-09-901610-3,The Perfect Memory,Jose Willis,Literary Fiction,1963,18
978-0-581-63353-8,The School Brave,Lori White,Children Books,1964,16
